time,logger,level,message,exception
2013-01-04 18:18:58.2151,Raven.Database.DocumentDatabase,Debug,Put document RegistrationDocuments/1 with etag 00000000-0000-0100-0000-000000000002,
2013-01-04 18:18:58.2151,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 3 because: PUT RegistrationDocuments/1,
2013-01-04 18:18:58.2151,Raven.Database.DocumentDatabase,Debug,Successfully executed 1 commands in 00:00:00.0056889,
2013-01-04 18:18:58.2151,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 3, for: ReducingExecuter, will wait for additional work",
2013-01-04 18:18:58.2151,Raven.Database.Server.HttpServer,Debug,Request #   9: POST    -    27 ms - <default>  - 200 - /bulk_docs,
2013-01-04 18:18:58.2307,Raven.Database.Server.HttpServer,Debug,"	PUT RegistrationDocuments/1
",
2013-01-04 18:18:58.3088,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 2 documents that requires indexing since etag: 00000000-0000-0000-0000-000000000000,
2013-01-04 18:18:58.3088,Raven.Database.Server.HttpServer,Debug,Request #  10: GET     -    74 ms - <default>  - 200 - /docs/?start=0&pageSize=15&noCache=-1096683371,
2013-01-04 18:18:58.3400,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2013-01-04 18:18:58.3400,Raven.Database.Server.HttpServer,Debug,Request #  11: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2013-01-04 18:18:58.5744,Raven.Database.Impl.DocumentRetriever,Debug,Triggered Raven.Database.Plugins.Builtins.FilterRavenInternalDocumentsReadTrigger asked us to ignore Raven/Hilo/RegistrationDocuments,
2013-01-04 18:18:58.5744,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 1 documents remained",
2013-01-04 18:18:58.6057,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Raven/DocumentsByEntityName, LastIndexedEtag: 00000000-0000-0000-0000-000000000000",
2013-01-04 18:18:58.6224,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Raven/DocumentsByEntityName. (RegistrationDocuments/1),
2013-01-04 18:18:58.8420,Raven.Database.Storage.IndexDefinitionStorage,Info,"New index Temp%2fRegistrationDocuments%2fByEmail:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_Temp_2fRegistrationDocuments_2fByEmail : AbstractViewGenerator
{
	public Index_Temp_2fRegistrationDocuments_2fByEmail()
	{
		this.ViewText = @""from doc in docs.RegistrationDocuments
select new { Email = doc.Email }
"";
		this.ForEntityNames.Add(""RegistrationDocuments"");
		this.AddMapDefinition(docs => from doc in docs
			where doc[""@metadata""][""Raven-Entity-Name""] == ""RegistrationDocuments""
			select new { Email = doc.Email, __document_id = doc.__document_id });
		this.AddField(""Email"");
		this.AddField(""__document_id"");
		this.AddQueryParameterForMap(""Email"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""Email"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}

Compiled to:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_Temp_2fRegistrationDocuments_2fByEmail : AbstractViewGenerator
{
	public Index_Temp_2fRegistrationDocuments_2fByEmail()
	{
		this.ViewText = @""from doc in docs.RegistrationDocuments
select new { Email = doc.Email }
"";
		this.ForEntityNames.Add(""RegistrationDocuments"");
		this.AddMapDefinition(docs => from doc in docs
			where doc[""@metadata""][""Raven-Entity-Name""] == ""RegistrationDocuments""
			select new { Email = doc.Email, __document_id = doc.__document_id });
		this.AddField(""Email"");
		this.AddField(""__document_id"");
		this.AddQueryParameterForMap(""Email"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""Email"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}
",
2013-01-04 18:18:58.8420,Raven.Database.Indexing.IndexStorage,Info,Creating index Temp/RegistrationDocuments/ByEmail with encoded name Temp/RegistrationDocuments/ByEmail,
2013-01-04 18:18:58.9435,Raven.Database.Indexing.Index.Indexing,Debug,Creating index for Temp/RegistrationDocuments/ByEmail,
2013-01-04 18:18:58.9435,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 4 because: PUT INDEX Temp/RegistrationDocuments/ByEmail,
2013-01-04 18:18:58.9435,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 4, for: ReducingExecuter, will wait for additional work",
2013-01-04 18:18:59.0225,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Temp/RegistrationDocuments/ByEmail for: Email:jimmy@codalicio.us,
2013-01-04 18:18:59.3407,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on RegistrationDocuments/1 result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: registrationdocuments/1
	Tag I-: RegistrationDocuments
	LastModified I-: 20130104231858215
",
2013-01-04 18:18:59.3788,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Temp/RegistrationDocuments/ByEmail for: Email:jimmy@codalicio.us,
2013-01-04 18:18:59.4803,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Temp/RegistrationDocuments/ByEmail for: Email:jimmy@codalicio.us,
2013-01-04 18:18:59.5818,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Temp/RegistrationDocuments/ByEmail for: Email:jimmy@codalicio.us,
2013-01-04 18:18:59.6833,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Temp/RegistrationDocuments/ByEmail for: Email:jimmy@codalicio.us,
2013-01-04 18:18:59.6999,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 3 documents for Raven/DocumentsByEntityName,
2013-01-04 18:18:59.7302,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 5 because: WORK BY IndexingExecuter,
2013-01-04 18:18:59.7302,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 5, for: ReducingExecuter, will wait for additional work",
2013-01-04 18:18:59.7302,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 2 documents that requires indexing since etag: 00000000-0000-0000-0000-000000000000,
2013-01-04 18:18:59.7302,Raven.Database.Impl.DocumentRetriever,Debug,Triggered Raven.Database.Plugins.Builtins.FilterRavenInternalDocumentsReadTrigger asked us to ignore Raven/Hilo/RegistrationDocuments,
2013-01-04 18:18:59.7302,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 1 documents remained",
2013-01-04 18:18:59.7302,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Temp/RegistrationDocuments/ByEmail, LastIndexedEtag: 00000000-0000-0000-0000-000000000000",
2013-01-04 18:18:59.7302,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Temp/RegistrationDocuments/ByEmail. (RegistrationDocuments/1),
2013-01-04 18:18:59.7594,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on RegistrationDocuments/1 result in index Temp/RegistrationDocuments/ByEmail gave document: 	__document_id IS: registrationdocuments/1
	Email I-: jimmy@codalicio.us
",
2013-01-04 18:18:59.7594,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 3 documents for Temp/RegistrationDocuments/ByEmail,
2013-01-04 18:18:59.7594,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 6 because: WORK BY IndexingExecuter,
2013-01-04 18:18:59.7594,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 6, for: ReducingExecuter, will wait for additional work",
2013-01-04 18:18:59.7594,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 6, for: IndexingExecuter, will wait for additional work",
2013-01-04 18:18:59.7731,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Temp/RegistrationDocuments/ByEmail for: Email:jimmy@codalicio.us,
2013-01-04 18:18:59.8171,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'registrationdocuments/1' was found,
2013-01-04 18:18:59.8385,Raven.Database.Server.HttpServer,Debug,"Request #  12: GET     - 1,319 ms - <default>  - 200 - /indexes/dynamic/RegistrationDocuments?query=Email%253Ajimmy%2540codalicio.us&start=0&pageSize=1&aggregation=None",
2013-01-04 18:18:59.8385,Raven.Database.Server.HttpServer,Debug,"	Query: Email:jimmy@codalicio.us
	Time: 1,283 ms
	Index: Temp/RegistrationDocuments/ByEmail
	Results: 1 returned out of 1 total.
",
2013-01-04 18:19:02.2612,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2013-01-04 18:19:02.2612,Raven.Database.Server.HttpServer,Debug,Request #  13: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2013-01-04 18:19:02.2612,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Hilo/RegistrationDocuments' was found,
2013-01-04 18:19:02.2612,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/ServerPrefixForHilo' was not found,
2013-01-04 18:19:02.2768,Raven.Database.Server.HttpServer,Debug,Request #  14: GET     -     1 ms - <default>  - 200 - /queries/?&id=Raven/Hilo/RegistrationDocuments&id=Raven/ServerPrefixForHilo,
2013-01-04 18:19:02.4331,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'Raven/Hilo/RegistrationDocuments', update: True, ",
2013-01-04 18:19:02.4487,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 7 because: PUT Raven/Hilo/RegistrationDocuments,
2013-01-04 18:19:02.4487,Raven.Database.DocumentDatabase,Debug,Put document Raven/Hilo/RegistrationDocuments with etag 00000000-0000-0100-0000-000000000003,
2013-01-04 18:19:02.4487,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 7, for: ReducingExecuter, will wait for additional work",
2013-01-04 18:19:02.4487,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0100-0000-000000000002,
2013-01-04 18:19:02.4487,Raven.Database.Impl.DocumentRetriever,Debug,Triggered Raven.Database.Plugins.Builtins.FilterRavenInternalDocumentsReadTrigger asked us to ignore Raven/Hilo/RegistrationDocuments,
2013-01-04 18:19:02.4487,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 0 documents remained",
2013-01-04 18:19:02.4487,Raven.Database.Server.HttpServer,Debug,Request #  15: PUT     -     8 ms - <default>  - 201 - /docs/Raven/Hilo/RegistrationDocuments,
2013-01-04 18:19:02.4487,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"All documents have been filtered for Raven/DocumentsByEntityName, no indexing will be performed, updating to 00000000-0000-0100-0000-000000000003, 1/4/2013 11:19:02 PM",
2013-01-04 18:19:02.4487,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"All documents have been filtered for Temp/RegistrationDocuments/ByEmail, no indexing will be performed, updating to 00000000-0000-0100-0000-000000000003, 1/4/2013 11:19:02 PM",
2013-01-04 18:19:02.4487,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 8 because: WORK BY IndexingExecuter,
2013-01-04 18:19:02.4487,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 8, for: ReducingExecuter, will wait for additional work",
2013-01-04 18:19:02.4487,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 8, for: IndexingExecuter, will wait for additional work",
2013-01-04 18:19:02.6206,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'RegistrationDocuments/33', update: False, ",
2013-01-04 18:19:02.6206,Raven.Database.DocumentDatabase,Debug,Put document RegistrationDocuments/33 with etag 00000000-0000-0100-0000-000000000004,
2013-01-04 18:19:02.6206,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 9 because: PUT RegistrationDocuments/33,
2013-01-04 18:19:02.6206,Raven.Database.DocumentDatabase,Debug,Successfully executed 1 commands in 00:00:00.0010107,
2013-01-04 18:19:02.6206,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 9, for: ReducingExecuter, will wait for additional work",
2013-01-04 18:19:02.6206,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0100-0000-000000000003,
2013-01-04 18:19:02.6206,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 1 documents remained",
2013-01-04 18:19:02.6206,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Raven/DocumentsByEntityName, LastIndexedEtag: 00000000-0000-0100-0000-000000000003",
2013-01-04 18:19:02.6206,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Temp/RegistrationDocuments/ByEmail, LastIndexedEtag: 00000000-0000-0100-0000-000000000003",
2013-01-04 18:19:02.6206,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Raven/DocumentsByEntityName. (RegistrationDocuments/33),
2013-01-04 18:19:02.6206,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Temp/RegistrationDocuments/ByEmail. (RegistrationDocuments/33),
2013-01-04 18:19:02.6206,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on RegistrationDocuments/33 result in index Temp/RegistrationDocuments/ByEmail gave document: 	__document_id IS: registrationdocuments/33
	Email I-: jimmy@codalicio.us
",
2013-01-04 18:19:02.6206,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on RegistrationDocuments/33 result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: registrationdocuments/33
	Tag I-: RegistrationDocuments
	LastModified I-: 20130104231902620
",
2013-01-04 18:19:02.6206,Raven.Database.Server.HttpServer,Debug,Request #  16: POST    -     2 ms - <default>  - 200 - /bulk_docs,
2013-01-04 18:19:02.6206,Raven.Database.Server.HttpServer,Debug,"	PUT RegistrationDocuments/33
",
2013-01-04 18:19:02.6206,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 3 documents for Temp/RegistrationDocuments/ByEmail,
2013-01-04 18:19:02.6362,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 3 documents for Raven/DocumentsByEntityName,
2013-01-04 18:19:02.6362,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 10 because: WORK BY IndexingExecuter,
2013-01-04 18:19:02.6362,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 10, for: ReducingExecuter, will wait for additional work",
2013-01-04 18:19:02.6362,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 10, for: IndexingExecuter, will wait for additional work",
2013-01-04 18:19:02.6519,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2013-01-04 18:19:02.6519,Raven.Database.Server.HttpServer,Debug,Request #  17: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2013-01-04 18:19:02.7456,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Temp/RegistrationDocuments/ByEmail for: Email:jimmy@codalicio.us,
2013-01-04 18:19:02.7456,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'registrationdocuments/1' was found,
2013-01-04 18:19:02.7456,Raven.Database.Server.HttpServer,Debug,Request #  18: GET     -     4 ms - <default>  - 200 - /indexes/dynamic/RegistrationDocuments?query=Email%253Ajimmy%2540codalicio.us&start=0&pageSize=1&aggregation=None,
2013-01-04 18:19:02.7612,Raven.Database.Server.HttpServer,Debug,"	Query: Email:jimmy@codalicio.us
	Time: 3 ms
	Index: Temp/RegistrationDocuments/ByEmail
	Results: 1 returned out of 2 total.
",
2013-01-04 18:19:07.2300,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2013-01-04 18:19:07.2300,Raven.Database.Server.HttpServer,Debug,Request #  19: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2013-01-04 18:19:07.2300,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Hilo/RegistrationDocuments' was found,
2013-01-04 18:19:07.2300,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/ServerPrefixForHilo' was not found,
2013-01-04 18:19:07.2300,Raven.Database.Server.HttpServer,Debug,Request #  20: GET     -     0 ms - <default>  - 200 - /queries/?&id=Raven/Hilo/RegistrationDocuments&id=Raven/ServerPrefixForHilo,
2013-01-04 18:19:07.3863,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'Raven/Hilo/RegistrationDocuments', update: True, ",
2013-01-04 18:19:07.3863,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 11 because: PUT Raven/Hilo/RegistrationDocuments,
2013-01-04 18:19:07.3863,Raven.Database.DocumentDatabase,Debug,Put document Raven/Hilo/RegistrationDocuments with etag 00000000-0000-0100-0000-000000000005,
2013-01-04 18:19:07.3863,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 11, for: ReducingExecuter, will wait for additional work",
2013-01-04 18:19:07.3863,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0100-0000-000000000004,
2013-01-04 18:19:07.3863,Raven.Database.Impl.DocumentRetriever,Debug,Triggered Raven.Database.Plugins.Builtins.FilterRavenInternalDocumentsReadTrigger asked us to ignore Raven/Hilo/RegistrationDocuments,
2013-01-04 18:19:07.3863,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 0 documents remained",
2013-01-04 18:19:07.3863,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"All documents have been filtered for Temp/RegistrationDocuments/ByEmail, no indexing will be performed, updating to 00000000-0000-0100-0000-000000000005, 1/4/2013 11:19:07 PM",
2013-01-04 18:19:07.3863,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"All documents have been filtered for Raven/DocumentsByEntityName, no indexing will be performed, updating to 00000000-0000-0100-0000-000000000005, 1/4/2013 11:19:07 PM",
2013-01-04 18:19:07.3863,Raven.Database.Server.HttpServer,Debug,Request #  21: PUT     -     2 ms - <default>  - 201 - /docs/Raven/Hilo/RegistrationDocuments,
2013-01-04 18:19:07.3863,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 12 because: WORK BY IndexingExecuter,
2013-01-04 18:19:07.3863,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 12, for: ReducingExecuter, will wait for additional work",
2013-01-04 18:19:07.3863,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 12, for: IndexingExecuter, will wait for additional work",
2013-01-04 18:19:07.5738,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'RegistrationDocuments/65', update: False, ",
2013-01-04 18:19:07.5738,Raven.Database.DocumentDatabase,Debug,Put document RegistrationDocuments/65 with etag 00000000-0000-0100-0000-000000000006,
2013-01-04 18:19:07.5738,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 13 because: PUT RegistrationDocuments/65,
2013-01-04 18:19:07.5738,Raven.Database.DocumentDatabase,Debug,Successfully executed 1 commands in 00:00:00.0010210,
2013-01-04 18:19:07.5738,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 13, for: ReducingExecuter, will wait for additional work",
2013-01-04 18:19:07.5738,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0100-0000-000000000005,
2013-01-04 18:19:07.5738,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 1 documents remained",
2013-01-04 18:19:07.5738,Raven.Database.Server.HttpServer,Debug,Request #  22: POST    -     1 ms - <default>  - 200 - /bulk_docs,
2013-01-04 18:19:07.5738,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Raven/DocumentsByEntityName, LastIndexedEtag: 00000000-0000-0100-0000-000000000005",
2013-01-04 18:19:07.5738,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Temp/RegistrationDocuments/ByEmail, LastIndexedEtag: 00000000-0000-0100-0000-000000000005",
2013-01-04 18:19:07.5738,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Raven/DocumentsByEntityName. (RegistrationDocuments/65),
2013-01-04 18:19:07.5738,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Temp/RegistrationDocuments/ByEmail. (RegistrationDocuments/65),
2013-01-04 18:19:07.5738,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on RegistrationDocuments/65 result in index Temp/RegistrationDocuments/ByEmail gave document: 	__document_id IS: registrationdocuments/65
	Email I-: jimmy@codalicio.us
",
